#,This,file,was,produced,by,the,NASA,Exoplanet,Archive,,http://exoplanetarchive.ipac.caltech.edu,
#,Sun,Sep,19,09:21:02,2021,,,,,,,
#,,,,,,,,,,,,
#,User,ID:,,,,,,,,,clebersilva,
#,,,,,,,,,,,,
#,User,preference:,archive,defaults,,,,,,,,
#,,,,,,,,,,,,
#,COLUMN,kepid:,,,,,,,,,,KepID
#,COLUMN,tce_plnt_num:,,,Planet,Number,,,,,,
#,COLUMN,tcet_period:,,,,Orbital,Period,[days],,,,
#,COLUMN,tcet_period_err:,Orbital,Period,Unc.,[days],,,,,,
#,COLUMN,tcet_time0bk:,,,Transit,Epoch,[BKJD],,,,,
#,COLUMN,tcet_time0bk_err:,Transit,Epoch,Unc.,[BKJD],,,,,,
#,COLUMN,tcet_duration:,,Transit,Duration,[hrs],,,,,,
#,COLUMN,tcet_duration_err:,Transit,Duration,Unc.,[hrs],,,,,,
#,COLUMN,av_training_set:,Autovetter,Training,Set,Label,,,,,,
#,,,,,,,,,,,,
rowid,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set,,,
18692,10619192,3,1.485740,9.288510000e-06,132046,2.252440000e-03,2.1160,2.0050000e-01,AFP,,,
18693,10621643,1,1.480470,1.522860000e-05,131837,4.331160000e-03,2.8650,1.6620000e+00,AFP,,,
18694,10662021,1,1.231380,1.417540000e-05,131783,4.781380000e-03,3.0260,2.6090000e+00,AFP,,,
18695,10662202,1,21.677000,6.186470000e-05,149860,2.358410000e-03,3.1780,4.4800000e-01,PC,,,
18696,10662202,2,5.044170,2.543310000e-05,132519,3.521480000e-03,1.8610,8.4400000e-01,PC,,,
18697,10662202,3,14.516800,1.078600000e-04,138832,5.873560000e-03,2.7880,9.5190000e-01,PC,,,
18698,10684587,2,0.528241,3.013680000e-05,131627,6.273060000e-03,1.5710,2.2730000e+00,AFP,,,
18699,10684587,3,0.528248,4.522160000e-05,131798,6.481340000e-03,1.5000,3.0280000e+00,AFP,,,
18700,10684670,1,3.788600,1.601860000e-05,134619,2.742280000e-03,2.9290,2.1410000e-01,PC,,,
18701,10730070,1,7.617550,4.731230000e-05,137503,4.783510000e-03,3.4310,2.4800000e-01,PC,,,
18702,10730571,1,459.306000,1.241940000e-02,260234,1.554620000e-02,3.9860,5.9460000e+00,NTP,,,
18703,10730571,2,423.590000,2.401660000e-02,442092,3.944380000e-02,9.1100,2.3550000e+00,UNK,,,
18704,10730703,1,5.600120,1.776950000e-05,135967,2.334990000e-03,2.7950,2.7720000e-01,PC,,,
18705,10749775,2,0.557845,9.947100000e-05,131598,3.456630000e-02,1.9040,1.3980000e+01,AFP,,,
18706,10749793,1,0.682682,1.071090000e-05,131836,2.266760000e-03,1.5000,4.6700000e-01,AFP,,,
18707,10749793,2,1.846070,1.789900000e-05,131799,4.465430000e-03,2.3090,2.0270000e-01,UNK,,,
18708,10749793,3,0.692563,1.611280000e-05,131980,9.526550000e-03,2.9990,1.8030000e+00,AFP,,,
18709,10797460,2,54.418400,2.465120000e-04,162514,3.578990000e-03,4.4830,1.3130000e+00,PC,,,
18710,10797891,1,0.652159,3.020210000e-05,132156,6.534710000e-03,2.1790,9.3800000e+00,NTP,,,
18711,10798331,1,147.281000,1.720480000e-03,148801,7.936300000e-03,7.3760,2.0580000e+00,PC,,,
18712,10798605,1,56.048100,5.309020000e-06,159168,7.789870000e-05,4.0620,6.5210000e-03,AFP,,,
18713,10845188,1,249.362000,7.018870000e-05,279658,1.924620000e-04,8.3020,1.7600000e-02,AFP,,,
18714,10847907,1,0.535471,1.157400000e-05,131762,1.907010000e-03,1.4220,3.3780000e-01,AFP,,,
18715,10847907,2,0.535499,8.303390000e-06,132003,1.418850000e-03,1.3360,1.1910000e+00,AFP,,,
18716,10873178,1,4.820200,2.748490000e-05,134820,3.824150000e-03,1.8630,1.7440000e-01,PC,,,
18717,10873260,1,5.852950,4.986750000e-06,136066,6.284690000e-04,4.5450,1.5290000e-01,PC,,,
18718,10873344,1,314.084000,3.781320000e-03,301834,7.288130000e-03,7.8810,5.0510000e-01,UNK,,,
18719,10909127,1,3.170610,8.024520000e-06,132676,1.422360000e-03,1.5300,1.2370000e-01,PC,,,
18720,10909274,1,39.238200,0.000000000e+00,148648,0.000000000e+00,4.5000,0.0000000e+00,AFP,,,
18721,10909274,2,39.239400,0.000000000e+00,155207,0.000000000e+00,12.5000,0.0000000e+00,AFP,,,
18722,10909274,3,313.901000,0.000000000e+00,265889,0.000000000e+00,3.5000,0.0000000e+00,UNK,,,
18723,10910878,1,16.068600,1.110680000e-05,141485,5.568940000e-04,3.7160,8.2930000e-02,PC,,,
18724,10932270,1,27.583800,1.152510000e-04,142981,3.134050000e-03,1.4830,1.4910000e-01,UNK,,,
18725,10933306,1,57.774100,7.300930000e-04,154284,1.006080000e-02,5.6060,1.4940000e+00,PC,,,
18726,10933561,1,31.517700,9.770710000e-05,153635,2.364530000e-03,7.8350,2.9770000e-01,PC,,,
18727,10977859,1,0.567778,1.025600000e-05,132031,2.034960000e-03,1.9530,1.5570000e+00,NTP,,,
18728,10978763,1,4.977620,9.884350000e-06,134673,1.408850000e-03,2.5720,1.0630000e-01,PC,,,
18729,10978763,2,6.988090,2.565700000e-05,132557,2.823250000e-03,2.9410,2.5120000e-01,PC,,,
18730,10978763,3,10.558400,4.863990000e-05,136348,3.587200000e-03,3.3500,2.6240000e-01,PC,,,
18731,11015323,1,34.188900,5.779880000e-05,159200,1.409240000e-03,5.6310,1.5470000e-01,PC,,,
18732,11017070,1,0.708567,4.717820000e-05,132107,7.217300000e-03,2.3660,4.0760000e+00,AFP,,,
18733,11017094,1,0.708498,2.858270000e-05,132125,5.675460000e-03,1.2040,4.1710000e-01,AFP,,,
18734,11017401,1,0.789348,7.255320000e-06,131828,9.555890000e-04,1.4810,1.0120000e-01,UNK,,,
18735,10491544,1,22.771900,7.106890000e-06,140488,2.332510000e-04,8.1040,1.1170000e-02,AFP,,,
18736,10491544,2,22.771900,1.095970000e-05,133843,3.608520000e-04,10.5200,2.0280000e-02,AFP,,,
18737,10491554,1,22.772000,4.730160000e-06,140487,2.074620000e-04,8.3940,6.9520000e-03,AFP,,,
18738,10491554,2,22.771800,0.000000000e+00,133847,0.000000000e+00,7.5000,0.0000000e+00,AFP,,,
18739,10513530,1,16.549700,4.362970000e-05,138593,2.181730000e-03,4.2920,2.6880000e-01,PC,,,
18740,10537110,1,3.259470,4.380380000e-05,132472,7.425880000e-03,10.6900,5.1140000e+00,NTP,,,
18741,10537528,1,0.598281,5.376910000e-06,131988,1.006490000e-03,1.5590,6.3790000e-01,AFP,,,
18742,10537528,2,0.598272,5.461130000e-06,131692,1.130870000e-03,1.4300,8.1020000e-01,AFP,,,
18743,10556180,1,1.021130,1.608590000e-05,131530,4.846760000e-03,3.1740,1.8800000e-01,AFP,,,
18744,10556578,1,0.626413,1.660610000e-06,131911,2.186070000e-04,1.0520,6.1600000e-02,NTP,,,
18745,10577994,1,8.180870,1.381640000e-05,135797,1.320130000e-03,2.8120,2.8870000e-01,PC,,,
18746,10577994,2,15.313000,3.474900000e-05,141167,1.804180000e-03,3.2550,2.9590000e-01,PC,,,
18747,10600540,2,0.607848,1.300370000e-05,131659,3.957080000e-03,1.5590,3.3680000e+00,AFP,,,
18748,10600540,3,0.607845,8.412430000e-06,131865,2.545040000e-03,2.0000,2.1020000e+00,AFP,,,
18749,10600540,4,0.607856,0.000000000e+00,132055,0.000000000e+00,2.0000,0.0000000e+00,AFP,,,
18750,10600955,1,65.648500,3.845260000e-04,173300,4.546680000e-03,4.4860,9.8200000e-01,PC,,,
18751,10621643,2,1.480640,1.381130000e-05,132816,3.378680000e-03,1.9730,4.9790000e-01,AFP,,,
18752,10621666,1,2.618390,9.289370000e-06,134052,2.058390000e-03,3.3180,1.0060000e-01,AFP,,,
18753,10621666,2,14.586000,2.097350000e-04,135297,1.180120000e-02,4.4240,8.7790000e-01,UNK,,,
18754,10621791,1,1.348990,2.251700000e-05,132254,7.955550000e-03,4.0880,8.4360000e+00,UNK,,,
18755,10663294,1,1.899940,1.901810000e-05,132928,4.663280000e-03,4.9450,9.9080000e-01,UNK,,,
18756,10663294,2,3.800320,2.927910000e-05,131556,4.989680000e-03,4.1380,3.7030000e-01,NTP,,,
18757,10663294,3,0.542885,1.100350000e-05,131559,5.555070000e-03,0.6620,7.8880000e-02,UNK,,,
18758,10685175,1,3.102000,9.732710000e-06,133717,1.693690000e-03,2.8530,6.5660000e-02,AFP,,,
18759,10685175,2,3.102020,1.202660000e-05,134499,2.088730000e-03,1.8570,7.9900000e-02,AFP,,,
18760,10685653,1,0.535257,6.637690000e-05,131691,1.210520000e-02,1.2340,9.0830000e+00,AFP,,,
18761,10685653,2,0.535288,1.829690000e-05,131933,3.815230000e-03,1.7920,4.1500000e+00,AFP,,,
18762,10730703,2,46.333400,6.251740000e-04,173189,1.083220000e-02,4.7420,1.3690000e+00,PC,,,
18763,10730838,1,7.888760,5.684220000e-05,138789,5.369260000e-03,14.5500,2.1740000e+00,AFP,,,
18764,10730838,2,3.944400,3.793970000e-05,132526,6.405920000e-03,5.5180,1.2310000e+00,NTP,,,
18765,10730838,3,7.889290,1.285900000e-04,137629,1.047710000e-02,9.7080,5.4000000e-01,AFP,,,
18766,10750903,1,1.009820,1.030100000e-05,132502,1.755250000e-03,3.6070,1.5060000e+00,AFP,,,
18767,10750903,2,1.009810,7.962830000e-06,131841,1.546110000e-03,3.6160,1.2050000e+00,AFP,,,
18768,10750903,3,3.029500,1.362970000e-05,134180,2.157820000e-03,3.3470,1.0470000e-01,NTP,,,
18769,10751515,1,56.406500,2.163780000e-05,138310,3.525210000e-04,18.4700,1.7770000e-02,AFP,,,
18770,10798605,2,56.048500,3.142540000e-05,167754,4.901400000e-04,4.7480,3.5380000e-02,AFP,,,
18771,10798838,1,62.127700,1.158710000e-05,172066,1.290330000e-04,5.2310,1.0700000e-02,AFP,,,
18772,10799291,1,0.728606,1.376520000e-05,131794,7.462940000e-03,1.1250,7.5440000e-02,AFP,,,
18773,10799291,2,0.728603,9.458280000e-06,132184,2.076200000e-03,2.7710,2.1680000e+00,AFP,,,
18774,10848097,1,15.947300,1.183920000e-04,137499,5.772660000e-03,1.5230,7.4620000e-01,NTP,,,
18775,10848459,1,1.736950,2.340340000e-07,132094,6.126940000e-05,2.2590,7.4100000e-03,AFP,,,
18776,10849244,1,24.261700,3.430070000e-07,147242,1.129000000e-05,7.1850,1.2620000e-03,UNK,,,
18777,10850327,1,440.164000,5.185160000e-03,470362,7.167860000e-03,11.3800,4.1650000e-01,PC,,,
18778,10873947,1,0.527401,2.256970000e-05,131778,5.319230000e-03,2.3750,7.6470000e+00,NTP,,,
18779,10874215,1,31.032500,1.795210000e-04,152272,4.657130000e-03,3.4290,9.2390000e-01,PC,,,
18780,10874226,1,11.973600,5.397320000e-06,139251,3.565800000e-04,2.6170,3.5430000e-02,AFP,,,
18781,10874226,2,11.973600,8.641070000e-06,132806,5.550920000e-04,4.2310,4.5740000e-02,AFP,,,
18782,10910878,2,41.197200,1.535820000e-04,165005,2.924290000e-03,5.8320,1.8300000e-01,PC,,,
18783,10910878,3,6.252960,1.128690000e-05,133783,1.325290000e-03,2.6780,3.4440000e-01,PC,,,
18784,10913758,1,0.657340,1.269870000e-05,132148,5.525540000e-03,3.1180,8.9360000e+00,NTP,,,
18785,10933561,2,8.129940,2.164650000e-05,134106,2.009360000e-03,1.9620,1.0430000e-01,PC,,,
18786,10934313,1,1.926880,8.760200000e-06,131634,1.618450000e-03,1.1240,3.6840000e-01,AFP,,,
18787,10934556,1,3.372820,6.123690000e-05,132695,1.135310000e-02,10.2600,7.7020000e+00,AFP,,,
18788,10934556,2,3.373190,6.846680000e-05,134295,1.325050000e-02,7.6030,4.0420000e+00,AFP,,,
18789,10979139,1,459.228000,6.461700000e-03,260387,7.459830000e-03,3.2860,2.0950000e+00,NTP,,,
18790,10979716,1,10.684100,5.933690000e-07,134085,4.688010000e-05,3.4200,3.3090000e-03,UNK,,,
18791,10982373,1,2.002780,4.150140000e-06,132071,7.378960000e-04,1.2220,2.9540000e-02,UNK,,,
18792,10982872,1,4.761690,3.230270000e-06,132244,4.675870000e-04,3.2960,1.0370000e-01,PC,,,
18793,11017901,1,7.794300,6.258040000e-07,137260,5.612930000e-05,1.0930,1.4860000e-02,PC,,,
18794,11018648,1,32.629200,9.091400000e-05,161468,2.252670000e-03,5.8770,1.3290000e-01,PC,,,
18795,11018648,2,91.772500,9.083170000e-04,193841,7.973710000e-03,6.2290,1.2540000e+00,PC,,,
18796,10513530,2,3.524660,1.564260000e-05,131648,2.804280000e-03,1.7240,1.8220000e-01,PC,,,
18797,10514429,1,20.719500,8.779060000e-05,143291,3.696240000e-03,3.9710,4.1460000e-01,AFP,,,
18798,10514430,1,20.719400,5.315460000e-05,143298,2.388800000e-03,4.1920,2.4380000e-01,AFP,,,
18799,10514770,1,1.872420,8.740660000e-07,132495,1.571310000e-04,1.0960,5.8730000e-02,AFP,,,
18800,10537528,3,0.527026,3.261330000e-05,131596,1.254840000e-02,1.7840,7.3590000e+00,AFP,,,
18801,10537528,4,0.526916,0.000000000e+00,131551,0.000000000e+00,2.0000,0.0000000e+00,AFP,,,
18802,10537907,1,0.613633,9.955490000e-06,132039,1.530890000e-03,1.3090,2.5730000e-01,AFP,,,
18803,10537907,2,0.613625,8.674550000e-06,131798,1.236350000e-03,1.1100,1.6850000e-01,AFP,,,
18804,10537907,3,0.613620,4.119940000e-05,131545,1.479910000e-02,1.5070,5.8150000e+00,AFP,,,
18805,10580834,1,2.545470,2.860920000e-05,133734,6.523550000e-03,5.7070,1.7670000e+00,UNK,,,
18806,10580834,2,0.509086,1.367460000e-05,131716,2.772190000e-03,1.5980,1.6900000e+00,UNK,,,
18807,10581918,1,1.801860,0.000000000e+00,131582,0.000000000e+00,3.0000,0.0000000e+00,AFP,,,
18808,10581918,2,1.801860,0.000000000e+00,132488,0.000000000e+00,3.0000,0.0000000e+00,AFP,,,
18809,10601284,1,5.349550,7.542690000e-06,134361,1.048760000e-03,2.9140,3.0590000e-01,PC,,,
18810,10601284,2,3.941050,1.041680000e-05,132146,1.771330000e-03,2.5360,1.7140000e-01,PC,,,
18811,10601284,3,8.109040,7.451450000e-05,132805,7.111880000e-03,3.5510,4.8710000e-01,PC,,,
18812,10645230,1,0.838273,1.397890000e-05,132209,2.189250000e-03,1.9810,7.2440000e-01,UNK,,,
18813,10646620,1,2.413290,2.230290000e-05,133655,5.252300000e-03,6.1520,3.3410000e+00,UNK,,,
18814,10647452,1,0.762945,6.679620000e-06,131923,1.224400000e-03,1.1480,8.9660000e-02,PC,,,
18815,10663396,1,23.898800,1.312850000e-04,151407,4.466500000e-03,15.8600,4.2490000e-01,PC,,,
18816,10663738,1,8.527460,6.210460000e-05,137291,5.533950000e-03,2.6720,2.3490000e-01,PC,,,
18817,10664416,1,50.647000,1.527310000e-03,163824,2.384520000e-02,52.5500,1.3680000e+00,AFP,,,
18818,10664703,1,0.605675,2.567450000e-05,131655,3.834320000e-03,1.5090,1.3090000e+00,AFP,,,
18819,10685897,1,1.711810,1.852120000e-05,132888,4.735840000e-03,5.1130,5.1280000e+00,AFP,,,
18820,10685897,2,1.711750,1.438480000e-05,131751,3.667710000e-03,2.9420,4.7880000e-01,AFP,,,
18821,10686752,1,0.656903,1.146010000e-04,131700,5.551190000e-02,4.9430,1.6930000e+02,NTP,,,
18822,10686814,1,2.618440,1.461850000e-05,134034,3.327280000e-03,3.8830,2.6740000e-01,AFP,,,
18823,10730838,4,1.314850,1.840160000e-05,132195,5.595160000e-03,3.8850,1.3940000e+00,UNK,,,
18824,10732401,1,0.933711,1.128860000e-05,131540,3.578200000e-03,2.5910,1.1210000e+00,AFP,,,
18825,10732407,1,0.933743,1.056790000e-05,132447,2.278320000e-03,1.4350,2.1400000e-01,AFP,,,
18826,10732638,1,2.088850,0.000000000e+00,131709,0.000000000e+00,7.5000,0.0000000e+00,AFP,,,
18827,10751638,1,0.561665,2.769950000e-05,132108,7.208600000e-03,2.5070,7.7930000e+00,UNK,,,
18828,10751908,1,4.485440,4.219800000e-05,135287,6.203280000e-03,2.2330,3.0940000e-01,NTP,,,
18829,10753210,1,0.683737,7.964580000e-06,131627,5.189770000e-03,2.5590,5.4370000e-01,UNK,,,
18830,10753210,2,1.178420,0.000000000e+00,132390,0.000000000e+00,4.5000,0.0000000e+00,UNK,,,
18831,10799735,1,37.590300,5.305820000e-06,157350,1.122400000e-04,4.4300,1.1500000e-02,AFP,,,
18832,10799735,2,37.589700,3.492150000e-04,150421,7.746200000e-03,4.0560,1.0760000e+00,AFP,,,
18833,10801100,1,205.331000,7.357330000e-03,223191,2.739050000e-02,37.8300,3.8850000e+00,UNK,,,
18834,10851035,1,0.594245,1.096520000e-05,132074,1.640440000e-03,2.0610,8.7170000e-01,UNK,,,
18835,10853783,1,0.680843,9.934310000e-06,132141,4.337630000e-03,4.3180,1.6130000e+01,UNK,,,
18836,10853908,1,1.374350,5.401250000e-05,131717,1.416060000e-02,4.6430,1.4530000e+01,AFP,,,
18837,10853908,2,1.374400,1.336460000e-05,132428,3.729260000e-03,5.4790,4.4640000e+00,AFP,,,
18838,10874614,1,3.234700,1.008730000e-07,134425,1.881150000e-05,3.5840,4.6950000e-03,PC,,,
18839,10874822,1,265.067000,8.572190000e-03,383501,2.153350000e-02,3.7290,3.1980000e-01,UNK,,,
18840,10874926,1,11.703100,5.155580000e-06,133721,3.324330000e-04,2.0490,4.0310000e-02,AFP,,,
18841,10874926,2,11.703100,1.301610000e-05,141114,8.874330000e-04,3.3880,7.3360000e-02,AFP,,,
18842,10916600,1,5.576470,3.132450000e-05,136438,4.024220000e-03,3.7860,1.2520000e-01,PC,,,
18843,10916600,2,4.026670,3.239640000e-05,134388,5.422210000e-03,3.6400,2.2860000e-01,UNK,,,
18844,10916978,1,340.594000,6.078510000e-03,267553,1.037010000e-02,12.4200,6.3710000e-01,NTP,,,
18845,10917043,1,205.386000,1.789660000e-03,284190,6.363940000e-03,8.4660,8.1190000e-01,PC,,,
18846,10934674,1,16.542900,4.607140000e-05,136564,2.198870000e-03,3.8500,3.5200000e-01,PC,,,
18847,10935310,1,4.128800,2.839310000e-08,132580,4.711370000e-06,2.7770,1.2110000e-03,AFP,,,
18848,10935310,2,4.128790,2.694300000e-07,134640,4.339420000e-05,2.7830,2.7560000e-02,AFP,,,
18849,10982872,2,2.024130,2.003800000e-06,132041,4.691950000e-04,2.4430,2.0650000e-02,PC,,,
18850,10982872,3,41.808400,3.458930000e-04,148712,6.574020000e-03,7.9210,7.9360000e-01,PC,,,
18851,10982884,1,459.476000,1.784480000e-02,259970,3.247990000e-02,6.4760,2.0130000e+00,NTP,,,
18852,11019739,1,4.157270,2.575210000e-05,132879,4.201870000e-03,2.2720,2.1050000e-01,UNK,,,
18853,11019987,1,6.912990,6.042960000e-05,131525,6.411430000e-03,4.1820,1.8540000e-01,PC,,,
18854,11019987,2,4.362160,4.073840000e-05,134572,6.215580000e-03,3.1180,2.2430000e-01,UNK,,,
18855,11020521,1,2.930090,2.685400000e-05,133619,4.742360000e-03,7.1050,1.3120000e+00,AFP,,,
18856,10516986,1,4.040130,5.876000000e-05,131789,9.658470000e-03,3.5490,4.7430000e-01,UNK,,,
18857,10517437,1,459.201000,4.452200000e-03,260427,5.324370000e-03,4.4250,8.5940000e-01,NTP,,,
18858,10518399,1,2.696420,1.272520000e-05,132979,2.890540000e-03,3.4640,1.8150000e-01,AFP,,,
18859,10518424,1,2.696360,9.856930000e-06,132989,2.199940000e-03,3.0370,9.9860000e-02,AFP,,,
18860,10538176,1,12.699000,4.564970000e-05,134196,3.066390000e-03,3.1480,3.3670000e-01,PC,,,
18861,10538176,2,37.514100,2.010430000e-04,151791,4.749600000e-03,5.5480,4.9900000e-01,PC,,,
18862,10538299,1,1.207510,2.421230000e-05,132533,8.478470000e-03,7.0180,2.9300000e+01,UNK,,,
18863,10582569,1,459.262000,1.148070000e-02,260328,1.716820000e-02,2.1000,6.6620000e+00,NTP,,,
18864,10583066,1,6.029300,4.778170000e-06,135428,5.784190000e-04,1.5880,1.2650000e-01,PC,,,
18865,10583180,1,2.696370,6.269770000e-06,132988,1.447960000e-03,3.3480,6.5200000e-02,AFP,,,
18866,10583180,2,2.696400,2.585690000e-05,131631,5.985830000e-03,3.0560,3.3840000e-01,AFP,,,
18867,10601538,1,1.463760,8.105590000e-06,132806,1.666860000e-03,1.2720,8.7080000e-02,AFP,,,
18868,10601549,1,1.463780,1.976380000e-07,132807,3.197960000e-05,1.6810,6.1680000e-03,AFP,,,
18869,10601549,2,1.463790,2.602850000e-06,132045,3.607060000e-04,2.4050,3.8090000e-02,AFP,,,
18870,10601579,1,8.098750,9.084280000e-08,134775,9.550370000e-06,5.5970,5.1080000e-04,UNK,,,
18871,10602088,1,4.099550,1.234090000e-04,133167,2.374260000e-02,13.3500,9.0490000e+00,NTP,,,
18872,10647493,1,1.141260,1.569070000e-05,132072,2.184480000e-03,2.9320,8.7700000e-01,AFP,,,
18873,10647493,2,1.141230,2.032750000e-05,131865,2.045980000e-03,1.8460,1.3010000e-01,AFP,,,
18874,10647493,3,0.767553,2.493620000e-05,132018,3.212350000e-03,2.0030,8.3130000e-01,UNK,,,
18875,10647611,1,0.515739,1.257180000e-05,131883,1.532920000e-03,1.4870,9.0310000e-01,UNK,,,
18876,10664703,2,0.605674,3.218380000e-05,131958,5.127490000e-03,1.5060,2.0560000e+00,AFP,,,
18877,10664703,3,0.605679,1.001910000e-05,131804,8.879670000e-04,1.2540,7.3870000e-02,AFP,,,
18878,10664703,4,0.823127,0.000000000e+00,131657,0.000000000e+00,2.5000,0.0000000e+00,NTP,,,
18879,10665228,1,11.325200,8.833020000e-05,137235,6.202740000e-03,2.3440,1.1270000e+00,UNK,,,
18880,10665749,1,4.237480,1.376130000e-05,135173,1.758440000e-03,0.7327,1.7320000e-01,UNK,,,
18881,10686864,1,2.970430,8.355270000e-06,133389,1.673440000e-03,2.2580,3.6300000e-01,PC,,,
18882,10686876,1,2.618420,2.031490000e-08,134044,4.958540000e-06,4.9080,4.1830000e-04,AFP,,,
18883,10686876,2,2.618400,0.000000000e+00,132737,0.000000000e+00,3.5000,0.0000000e+00,AFP,,,
18884,10686930,1,2.618440,1.957760000e-05,134042,3.752100000e-03,3.1270,3.2620000e-01,AFP,,,
18885,10732638,2,2.088800,3.571350000e-05,132449,1.059790000e-02,4.9350,3.2000000e+00,AFP,,,
18886,10732638,3,2.088830,3.074160000e-05,133109,8.577020000e-03,5.5400,6.1320000e+00,AFP,,,
18887,10733174,1,280.502000,7.885770000e-03,299375,1.920200000e-02,34.3900,1.4470000e+01,AFP,,,
18888,10753734,1,19.406500,0.000000000e+00,149813,0.000000000e+00,3.0000,0.0000000e+00,AFP,,,
18889,10753734,2,19.406700,0.000000000e+00,146026,0.000000000e+00,4.5000,0.0000000e+00,AFP,,,
18890,10753734,3,19.406800,0.000000000e+00,149595,0.000000000e+00,15.0000,0.0000000e+00,AFP,,,
18891,10753734,4,19.402100,5.434850000e-01,146428,7.037530000e+00,1.1100,3.5450000e+02,AFP,,,
18892,10753734,5,19.406200,0.000000000e+00,145474,0.000000000e+00,10.5000,0.0000000e+00,AFP,,,
18893,10775748,1,413.037000,2.029150000e-02,352486,2.683270000e-02,11.8500,2.6020000e+00,NTP,,,
18894,10801249,1,1.674960,9.713400000e-06,131800,2.717030000e-03,3.1920,3.2210000e-01,AFP,,,
18895,10801738,1,585.921000,1.340770000e-02,286666,1.582440000e-02,15.3300,1.4080000e+00,UNK,,,
18896,10801951,1,1.105070,1.228890000e-05,132554,3.884720000e-03,2.2080,1.5960000e+00,AFP,,,
18897,10802820,1,0.760165,9.683840000e-06,131778,2.357040000e-03,2.5510,6.2790000e-01,NTP,,,
18898,10854166,1,1.263520,1.325240000e-05,132276,3.236890000e-03,3.2840,6.3910000e-01,AFP,,,
18899,10854166,2,1.264160,3.438840000e-05,132478,1.202300000e-02,4.2540,5.5330000e+00,AFP,,,
18900,10854546,1,2.168460,2.595300000e-06,132140,5.201760000e-04,1.4170,1.0800000e-01,PC,,,
18901,10875007,1,9.547140,7.017810000e-05,140146,5.502980000e-03,5.1080,8.4770000e-01,PC,,,
18902,10875007,2,14.708900,1.403670000e-04,133844,7.726580000e-03,4.7830,1.2180000e+00,PC,,,
18903,10875245,1,14.749100,2.308010000e-05,138778,1.205310000e-03,6.0900,2.2640000e-01,PC,,,
18904,10917433,1,6.912630,3.800910000e-05,132154,4.170230000e-03,2.1320,1.1080000e-01,PC,,,
18905,10917681,1,12.896300,2.267750000e-05,136826,1.411040000e-03,2.0210,2.1440000e-01,PC,,,
18906,10918393,1,0.624885,1.656210000e-05,131990,5.732120000e-03,2.2250,5.9330000e+00,AFP,,,
18907,10918393,2,0.624880,9.230850000e-06,131717,2.634920000e-03,2.5870,3.0970000e+00,AFP,,,
18908,10935383,1,1.086930,1.368740000e-05,132220,3.949820000e-03,2.6350,1.9920000e+00,UNK,,,
18909,10935383,2,0.543485,2.478330000e-05,131926,6.002710000e-03,1.3800,6.3630000e+00,UNK,,,
18910,10935993,1,25.373600,2.028360000e-04,151876,6.260330000e-03,2.8300,9.7140000e-01,PC,,,
18911,10936427,1,14.361000,4.534370000e-07,138842,2.674910000e-05,13.2700,1.6750000e-03,UNK,,,
18912,10983528,1,582.035000,8.619290000e-03,220134,1.399750000e-02,13.7500,1.8930000e+00,NTP,,,
18913,10983635,1,2.547940,5.582190000e-05,132493,1.389780000e-02,8.9850,6.3570000e+00,UNK,,,
18914,10984090,1,51.079300,6.670670000e-05,134101,1.108800000e-03,6.5000,1.5540000e-01,PC,,,
18915,10984090,2,3.709190,5.585820000e-06,133987,9.871880000e-04,2.6530,4.0740000e-02,PC,,,
18916,11020521,2,2.930240,3.444060000e-05,132858,6.326070000e-03,7.7870,5.1430000e+00,AFP,,,
18917,11020521,3,2.930000,3.682130000e-05,131676,7.332560000e-03,8.8090,2.6690000e+00,AFP,,,
18918,11021188,1,0.988069,1.308380000e-05,131689,7.591520000e-03,1.1770,1.3060000e-01,UNK,,,
18919,10518424,2,2.696450,2.174390000e-05,131615,4.773910000e-03,3.0500,2.1190000e-01,AFP,,,
18920,10518725,1,19.515100,7.225440000e-05,136212,2.942150000e-03,3.2980,1.9400000e-01,AFP,,,
18921,10518725,2,19.514900,8.041550000e-05,132603,3.418710000e-03,3.0360,2.3050000e-01,AFP,,,
18922,10538299,2,0.651302,1.494300000e-05,132040,5.480830000e-03,3.1800,1.6410000e+01,UNK,,,
18923,10544677,1,19.735200,1.321050000e-04,138590,5.106870000e-03,3.9680,6.1180000e-01,AFP,,,
18924,10545066,1,19.783000,6.971150000e-05,138158,2.628220000e-03,5.4870,4.8450000e-01,PC,,,
18925,10546063,1,10.698100,1.214820000e-04,140683,8.734050000e-03,3.0680,7.2430000e-01,UNK,,,
18926,10583181,1,2.696350,2.188130000e-08,132993,4.950880000e-06,5.2520,3.3610000e-04,UNK,,,
18927,10583225,1,2.696330,1.003920000e-05,133003,2.663040000e-03,3.6070,5.9840000e-02,AFP,,,
18928,10583225,2,2.696430,2.124870000e-05,131633,5.013760000e-03,3.7890,6.0270000e-01,AFP,,,
18929,10583761,1,2.685030,4.224630000e-06,132609,7.254990000e-04,1.1310,6.8820000e-02,PC,,,
18930,10602291,1,20.927400,6.385090000e-06,139326,2.442780000e-04,3.4060,2.1280000e-02,AFP,,,
18931,10602324,1,3.162800,2.620490000e-05,133996,4.769120000e-03,4.3100,3.1420000e-01,AFP,,,
